001,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,0100000000000000000000000000000000000001,Start ,file1,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
002,00,00,00,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,0101000000000000000000000000000000000002,Dashboard,file2,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
003,00,00,00,01,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,0102000000000000000000000000000000000002,Thing to do,file3,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
004,00,00,00,01,02,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0102010000000000000000000000000000000003,Notification,file4,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
005,00,00,00,01,02,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0102020000000000000000000000000000000003,Need Approval,file5,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
006,00,00,00,01,02,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0102030000000000000000000000000000000003,This month Approval,file6,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
007,00,00,00,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,0103000000000000000000000000000000000002,List of items,file7,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
008,00,00,00,01,03,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0103010000000000000000000000000000000003,Item to dispose,file8,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
009,00,00,00,01,03,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103010100000000000000000000000000000004,Waiting approval,file9,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
010,00,00,00,01,03,01,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103010200000000000000000000000000000004,Waiting disposal date,file10,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
011,00,00,00,01,03,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0103020000000000000000000000000000000003,Item to return,file11,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
012,00,00,00,01,03,02,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103020100000000000000000000000000000004,Return to vendor,file12,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
013,00,00,00,01,03,02,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103020200000000000000000000000000000004,Return to manufacturer,file13,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
014,00,00,00,01,03,02,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103020300000000000000000000000000000004,Return to sender,file14,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
015,00,00,00,01,03,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0103030000000000000000000000000000000003,Item to transfer,file15,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
016,00,00,00,01,03,03,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103030100000000000000000000000000000004,Inside building,file16,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
017,00,00,00,01,03,03,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103030200000000000000000000000000000004,Outside building,file17,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
018,00,00,00,01,03,03,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103030300000000000000000000000000000004,To another department,file18,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
019,00,00,00,01,03,03,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0103030400000000000000000000000000000004,To main store,file19,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
020,00,00,00,01,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,0104000000000000000000000000000000000002,Requests,file20,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
021,00,00,00,01,04,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0104010000000000000000000000000000000003,Request pertama,file21,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
022,00,00,00,01,04,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,0104020000000000000000000000000000000003,Request kedua,file22,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
023,00,00,00,01,04,02,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0104020100000000000000000000000000000004,Request kedua,file23,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
024,00,00,00,01,04,02,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,0104020200000000000000000000000000000004,Request utama,file24,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
025,00,00,00,01,04,02,02,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,0104020201000000000000000000000000000005,Request utama 1,file25,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
026,00,00,00,01,04,02,02,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,0104020202000000000000000000000000000005,Request utama 2,file26,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
027,00,00,00,01,04,02,02,02,01,00,00,00,00,00,00,00,00,00,00,00,00,00,06,0104020202010000000000000000000000000006,Request Pejabat,file27,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
028,00,00,00,01,04,02,02,02,02,00,00,00,00,00,00,00,00,00,00,00,00,00,06,0104020202020000000000000000000000000006,Request Jabatan,file28,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
029,00,00,00,01,04,02,02,02,02,01,00,00,00,00,00,00,00,00,00,00,00,00,07,0104020202020100000000000000000000000007,Request Jabatan1,file29,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
030,00,00,00,01,04,02,02,02,02,02,00,00,00,00,00,00,00,00,00,00,00,00,07,0104020202020200000000000000000000000007,Request Jabatan2,file30,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
031,00,00,00,01,04,02,02,02,02,02,01,00,00,00,00,00,00,00,00,00,00,00,08,0104020202020201000000000000000000000008,Request Jabatan 2 lama,file31,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
032,00,00,00,01,04,02,02,02,02,02,01,01,00,00,00,00,00,00,00,00,00,00,09,0104020202020201010000000000000000000009,Request lama sangat,file32,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
033,00,00,00,01,04,02,02,02,02,02,01,01,01,00,00,00,00,00,00,00,00,00,10,0104020202020201010100000000000000000010,Request lama sangat 1,file33,Blk1,Blk2,Blk3,Blk4,Blk5,Blk6
